"k","signal_cluster","cluster_ordered","signal_mode","beta","summary_type","GLaD_0.5_unweighted","GLaD_0.5_weighted","GLaD_1_unweighted","GLaD_1_weighted","GUniFrac","aitchison","bray","euclidean","jaccard","unifrac_unweighted","unifrac_weighted_phyloseq"
14,2,5,"both",0.35,"power",0.15,0.13,0,0.14,0.17,0.16,0.1,0.07,0.1,0.12,0.17
14,2,5,"both",0.4,"power",0.12,0.17,0.09,0.18,0.17,0.16,0.18,0.07,0.16,0.07,0.2
14,2,5,"both",0.45,"power",0.22,0.25,0.07,0.25,0.29,0.3,0.24,0.12,0.27,0.16,0.3
14,2,5,"both",0.5,"power",0.26,0.21,0.1,0.22,0.33,0.39,0.29,0.13,0.27,0.13,0.28
14,2,5,"both",0.55,"power",0.25,0.3,0.11,0.28,0.45,0.46,0.43,0.18,0.45,0.15,0.35
14,2,5,"both",0.6,"power",0.4,0.36,0.1,0.31,0.61,0.59,0.44,0.19,0.44,0.3,0.48
14,2,5,"prevalence",0.05,"power",0.03,0.05,0.01,0.08,0.08,0.03,0.07,0.05,0.06,0.08,0.07
14,2,5,"prevalence",0.1,"power",0.07,0.02,0.05,0.02,0.03,0.03,0.02,0.02,0.02,0.05,0.02
14,2,5,"prevalence",0.15,"power",0.07,0.04,0.06,0.05,0.04,0.1,0.03,0.05,0.04,0.08,0.05
14,2,5,"prevalence",0.2,"power",0.07,0.07,0.02,0.07,0.07,0.04,0.11,0.06,0.11,0.07,0.07
14,2,5,"prevalence",0.25,"power",0.1,0.07,0.07,0.04,0.07,0.06,0.06,0.02,0.05,0.05,0.05
14,2,5,"prevalence",0.3,"power",0.06,0.03,0.09,0.04,0.05,0.08,0.04,0.06,0.04,0.05,0.03
14,2,5,"prevalence",0.35,"power",0.08,0.09,0.05,0.06,0.05,0.08,0.04,0.06,0.04,0.06,0.07
14,2,5,"prevalence",0.4,"power",0.18,0.05,0.08,0.05,0.1,0.21,0.09,0.05,0.09,0.15,0.08
14,2,5,"prevalence",0.45,"power",0.2,0.08,0.1,0.09,0.07,0.07,0.06,0.08,0.07,0.13,0.08
14,2,5,"prevalence",0.5,"power",0.29,0.05,0.06,0.05,0.09,0.18,0.07,0.04,0.05,0.24,0.06
14,2,5,"prevalence",0.55,"power",0.22,0.09,0.11,0.06,0.1,0.15,0.08,0.1,0.07,0.16,0.09
14,2,5,"prevalence",0.6,"power",0.42,0.07,0.09,0.05,0.09,0.33,0.06,0.06,0.06,0.32,0.07
14,3,14,"abundance",0.05,"power",0.03,0.05,0.02,0.05,0.04,0.02,0.02,0.07,0.04,0.04,0.05
14,3,14,"abundance",0.1,"power",0.05,0.05,0.05,0.04,0.06,0.03,0.08,0.06,0.08,0.04,0.07
14,3,14,"abundance",0.15,"power",0.06,0.03,0.06,0.03,0.03,0.08,0.04,0.04,0.04,0.08,0.03
14,3,14,"abundance",0.2,"power",0,0.08,0.01,0.06,0.04,0.03,0.05,0.02,0.04,0.02,0.04
14,3,14,"abundance",0.25,"power",0.08,0.04,0.07,0.04,0.03,0.08,0.07,0.04,0.06,0.07,0.03
14,3,14,"abundance",0.3,"power",0.04,0.01,0.03,0.03,0.06,0.02,0.07,0.04,0.05,0.02,0.06
14,3,14,"abundance",0.35,"power",0.06,0.05,0.05,0.03,0.05,0.05,0.06,0.04,0.05,0.06,0.04
14,3,14,"abundance",0.4,"power",0.07,0.08,0.03,0.09,0.06,0.05,0.03,0.04,0.02,0.07,0.09
14,3,14,"abundance",0.45,"power",0.02,0.02,0.03,0.03,0.04,0.01,0,0.06,0,0.03,0.02
14,3,14,"abundance",0.5,"power",0.08,0.04,0.04,0.03,0.03,0.07,0.03,0.05,0.04,0.07,0.02
14,3,14,"abundance",0.55,"power",0.05,0.09,0.04,0.11,0.07,0.06,0.04,0.06,0.04,0.04,0.08
14,3,14,"abundance",0.6,"power",0.07,0.04,0.08,0.04,0.06,0.06,0.05,0.06,0.03,0.05,0.03
14,3,14,"both",0.05,"power",0.03,0.02,0.07,0.03,0.02,0.05,0.02,0.04,0.03,0.05,0.03
14,3,14,"both",0.1,"power",0.05,0.02,0.07,0.03,0.02,0.04,0.03,0.04,0.03,0.07,0.01
14,3,14,"both",0.15,"power",0.07,0.03,0.04,0.03,0.05,0.05,0.05,0.02,0.06,0.08,0.06
14,3,14,"both",0.2,"power",0.05,0.04,0.1,0.04,0.07,0.06,0.04,0.06,0.03,0.09,0.03
14,3,14,"both",0.25,"power",0.03,0.03,0.04,0.08,0.04,0.02,0.03,0.04,0.02,0.07,0.05
14,3,14,"both",0.3,"power",0.07,0.05,0.06,0.04,0.05,0.08,0.03,0.02,0.04,0.16,0.04
14,3,14,"both",0.35,"power",0.1,0.05,0.04,0.07,0.1,0.05,0.08,0.09,0.07,0.15,0.08
14,3,14,"both",0.4,"power",0.08,0.04,0.05,0.04,0.1,0.04,0.06,0.02,0.06,0.17,0.07
14,3,14,"both",0.45,"power",0.16,0.06,0.06,0.07,0.19,0.11,0.07,0.04,0.07,0.35,0.07
14,3,14,"both",0.5,"power",0.11,0.04,0.06,0.05,0.19,0.11,0.06,0.02,0.05,0.31,0.06
14,3,14,"both",0.55,"power",0.21,0.04,0.07,0.06,0.28,0.21,0.09,0.06,0.08,0.47,0.08
14,3,14,"both",0.6,"power",0.32,0.05,0.1,0.04,0.36,0.31,0.13,0.07,0.14,0.58,0.13
14,3,14,"prevalence",0.05,"power",0.05,0.08,0.03,0.09,0.06,0.05,0.11,0.08,0.11,0.09,0.04
14,3,14,"prevalence",0.1,"power",0.08,0.03,0.02,0.05,0.04,0.09,0.03,0.07,0.04,0.09,0.05
14,3,14,"prevalence",0.15,"power",0.02,0.03,0.04,0.02,0.07,0.05,0.08,0.04,0.07,0.04,0.05
14,3,14,"prevalence",0.2,"power",0.04,0.04,0.05,0.03,0.01,0.01,0.02,0.04,0.02,0.07,0.03
14,3,14,"prevalence",0.25,"power",0.06,0.05,0.05,0.03,0.03,0.08,0.02,0.06,0.03,0.08,0.05
14,3,14,"prevalence",0.3,"power",0.07,0.02,0.03,0.01,0.04,0.04,0.04,0.05,0.05,0.11,0.03
14,3,14,"prevalence",0.35,"power",0.07,0.11,0.06,0.06,0.09,0.05,0.1,0.09,0.11,0.16,0.13
14,3,14,"prevalence",0.4,"power",0.11,0.06,0.06,0.03,0.06,0.07,0.04,0.07,0.04,0.22,0.05
14,3,14,"prevalence",0.45,"power",0.15,0.05,0.1,0.05,0.09,0.04,0.07,0.07,0.08,0.33,0.06
14,3,14,"prevalence",0.5,"power",0.17,0.04,0.08,0.05,0.04,0.09,0.07,0.07,0.07,0.47,0.04
14,3,14,"prevalence",0.55,"power",0.25,0.03,0.05,0.04,0.09,0.09,0,0.02,0,0.49,0.06
14,3,14,"prevalence",0.6,"power",0.34,0.08,0.06,0.07,0.15,0.17,0.05,0.07,0.06,0.66,0.1
14,4,3,"abundance",0.05,"power",0.06,0.03,0.07,0.04,0.05,0.05,0.01,0.02,0.01,0.04,0.04
14,4,3,"abundance",0.1,"power",0.07,0.05,0.02,0.03,0.05,0.05,0.05,0.04,0.03,0.04,0.05
14,4,3,"abundance",0.15,"power",0.04,0.06,0.08,0.06,0.07,0.05,0.06,0.07,0.05,0.05,0.09
14,4,3,"abundance",0.2,"power",0.02,0.01,0.03,0.05,0.04,0.03,0.03,0.07,0.03,0.04,0.04
14,4,3,"abundance",0.25,"power",0.07,0.1,0.03,0.08,0.1,0.07,0.06,0.05,0.05,0.06,0.08
14,4,3,"abundance",0.3,"power",0.05,0.07,0.02,0.08,0.1,0.08,0.06,0.09,0.07,0.06,0.1
14,4,3,"abundance",0.35,"power",0.06,0.1,0.01,0.09,0.12,0.05,0.08,0.06,0.07,0.04,0.16
14,4,3,"abundance",0.4,"power",0.04,0.17,0.04,0.06,0.17,0.06,0.1,0.1,0.13,0.05,0.24
14,4,3,"abundance",0.45,"power",0.06,0.18,0.03,0.09,0.25,0.09,0.19,0.17,0.15,0.05,0.28
14,4,3,"abundance",0.5,"power",0.05,0.24,0.05,0.14,0.31,0.01,0.18,0.14,0.2,0.04,0.37
14,4,3,"abundance",0.55,"power",0.07,0.2,0.04,0.1,0.32,0.07,0.22,0.19,0.21,0.04,0.38
14,4,3,"abundance",0.6,"power",0.04,0.28,0.04,0.12,0.41,0.03,0.23,0.22,0.23,0.05,0.41
14,4,3,"both",0.05,"power",0.06,0.08,0.04,0.08,0.06,0.08,0.06,0.09,0.06,0.04,0.07
14,4,3,"both",0.1,"power",0.03,0.08,0.07,0.08,0.1,0.05,0.09,0.03,0.09,0.04,0.07
14,4,3,"both",0.15,"power",0.05,0.05,0.03,0.05,0.06,0.07,0.06,0.05,0.06,0.04,0.05
14,4,3,"both",0.2,"power",0.04,0.06,0.07,0.06,0.09,0.06,0.06,0.05,0.06,0.02,0.13
14,4,3,"both",0.25,"power",0.09,0.11,0.05,0.09,0.18,0.09,0.15,0.14,0.15,0.06,0.18
14,4,3,"both",0.3,"power",0.17,0.13,0.05,0.09,0.17,0.16,0.11,0.12,0.09,0.11,0.2
14,4,3,"both",0.35,"power",0.11,0.15,0.05,0.13,0.32,0.13,0.18,0.12,0.17,0.1,0.32
14,4,3,"both",0.4,"power",0.08,0.15,0.08,0.09,0.33,0.11,0.18,0.14,0.16,0.08,0.32
14,4,3,"both",0.45,"power",0.17,0.32,0.09,0.2,0.49,0.2,0.23,0.15,0.2,0.11,0.5
14,4,3,"both",0.5,"power",0.21,0.36,0.08,0.15,0.58,0.25,0.29,0.17,0.28,0.1,0.55
14,4,3,"both",0.55,"power",0.25,0.5,0.06,0.31,0.79,0.3,0.42,0.27,0.41,0.18,0.73
14,4,3,"both",0.6,"power",0.31,0.56,0.1,0.28,0.83,0.45,0.52,0.26,0.49,0.19,0.76
14,4,3,"prevalence",0.05,"power",0.06,0.03,0.03,0.02,0.03,0.05,0.06,0.02,0.06,0.04,0.04
14,4,3,"prevalence",0.1,"power",0.06,0.07,0.02,0.06,0.05,0.04,0.05,0.07,0.06,0.06,0.05
14,4,3,"prevalence",0.15,"power",0.06,0.04,0.03,0.05,0.01,0.05,0.04,0.05,0.03,0.07,0.03
14,4,3,"prevalence",0.2,"power",0.05,0.06,0.09,0.04,0.06,0.07,0.05,0.06,0.05,0.07,0.06
14,4,3,"prevalence",0.25,"power",0.07,0.07,0.06,0.05,0.05,0.05,0.03,0.06,0.04,0.08,0.05
14,4,3,"prevalence",0.3,"power",0.15,0.08,0.05,0.08,0.09,0.12,0.09,0.05,0.09,0.11,0.09
14,4,3,"prevalence",0.35,"power",0.11,0.05,0.07,0.07,0.09,0.06,0.05,0.07,0.07,0.08,0.07
14,4,3,"prevalence",0.4,"power",0.11,0.04,0.07,0.04,0.03,0.08,0.08,0.07,0.05,0.08,0.04
14,4,3,"prevalence",0.45,"power",0.16,0.09,0.08,0.07,0.1,0.09,0.11,0.05,0.11,0.05,0.12
14,4,3,"prevalence",0.5,"power",0.2,0.06,0.06,0.04,0.06,0.1,0.03,0.09,0.03,0.1,0.04
14,4,3,"prevalence",0.55,"power",0.23,0.05,0.1,0.05,0.09,0.11,0.05,0.03,0.05,0.13,0.08
14,4,3,"prevalence",0.6,"power",0.32,0.02,0.08,0.02,0.08,0.13,0.05,0.03,0.07,0.17,0.01
14,5,6,"abundance",0.05,"power",0.06,0.06,0.01,0.06,0.05,0.08,0.07,0.06,0.07,0.03,0.04
14,5,6,"abundance",0.1,"power",0.1,0.04,0.07,0.06,0.05,0.11,0.05,0.07,0.05,0.08,0.04
14,5,6,"abundance",0.15,"power",0.03,0.06,0.05,0.06,0.04,0.06,0.06,0.03,0.09,0.02,0.06
14,5,6,"abundance",0.2,"power",0.03,0.06,0.02,0.07,0.06,0.03,0.06,0.03,0.07,0,0.05
14,5,6,"abundance",0.25,"power",0.08,0.07,0.06,0.04,0.04,0.06,0.07,0.04,0.08,0.05,0.05
14,5,6,"abundance",0.3,"power",0.1,0.08,0.08,0.06,0.11,0.08,0.08,0.06,0.08,0.09,0.1
14,5,6,"abundance",0.35,"power",0.03,0.06,0.05,0.08,0.13,0.03,0.1,0.07,0.11,0.03,0.11
14,5,6,"abundance",0.4,"power",0.06,0.14,0.06,0.12,0.13,0.07,0.18,0.11,0.17,0.05,0.16
14,5,6,"abundance",0.45,"power",0.1,0.06,0.05,0.09,0.11,0.09,0.13,0.06,0.13,0.08,0.13
14,5,6,"abundance",0.5,"power",0.05,0.09,0.04,0.1,0.2,0.07,0.21,0.13,0.21,0.07,0.17
14,5,6,"abundance",0.55,"power",0.06,0.13,0.05,0.11,0.18,0.06,0.2,0.12,0.19,0.05,0.15
14,5,6,"abundance",0.6,"power",0.05,0.25,0.05,0.19,0.31,0.11,0.27,0.17,0.29,0.06,0.28
14,5,6,"both",0.05,"power",0.07,0.05,0.04,0.06,0.07,0.09,0.06,0.06,0.07,0.04,0.09
14,5,6,"both",0.1,"power",0.03,0.03,0.04,0.04,0.06,0.02,0.07,0.05,0.08,0.03,0.06
14,5,6,"both",0.15,"power",0.01,0.06,0.04,0.05,0.09,0.06,0.04,0.06,0.04,0.05,0.07
14,5,6,"both",0.2,"power",0.08,0.09,0.04,0.04,0.13,0.08,0.16,0.15,0.13,0.08,0.11
14,5,6,"both",0.25,"power",0.07,0.08,0.09,0.07,0.13,0.06,0.09,0.05,0.08,0.06,0.1
14,5,6,"both",0.3,"power",0.09,0.1,0.05,0.1,0.11,0.1,0.08,0.09,0.09,0.07,0.1
14,5,6,"both",0.35,"power",0.1,0.09,0.08,0.09,0.14,0.06,0.1,0.02,0.1,0.1,0.12
14,5,6,"both",0.4,"power",0.16,0.12,0.08,0.11,0.22,0.12,0.12,0.1,0.1,0.14,0.15
14,5,6,"both",0.45,"power",0.12,0.09,0.08,0.12,0.26,0.13,0.2,0.11,0.2,0.11,0.16
14,5,6,"both",0.5,"power",0.23,0.14,0.06,0.13,0.43,0.22,0.24,0.16,0.24,0.17,0.25
14,5,6,"both",0.55,"power",0.24,0.18,0.06,0.15,0.53,0.21,0.29,0.16,0.25,0.2,0.27
14,5,6,"both",0.6,"power",0.34,0.23,0.11,0.19,0.66,0.39,0.36,0.16,0.36,0.29,0.39
14,5,6,"prevalence",0.05,"power",0.03,0.03,0.04,0.02,0.06,0.08,0.06,0.06,0.04,0.03,0.04
14,5,6,"prevalence",0.1,"power",0.06,0.07,0.07,0.05,0.09,0.08,0.06,0.08,0.06,0.04,0.09
14,5,6,"prevalence",0.15,"power",0.08,0.07,0.08,0.05,0.09,0.06,0.04,0.02,0.03,0.09,0.06
14,5,6,"prevalence",0.2,"power",0.06,0.08,0.07,0.07,0.1,0.06,0.04,0.09,0.05,0.03,0.08
14,5,6,"prevalence",0.25,"power",0.08,0.02,0.05,0.03,0.04,0.07,0.04,0.04,0.04,0.08,0.02
14,5,6,"prevalence",0.3,"power",0.1,0.05,0.05,0.06,0.05,0.05,0.06,0.07,0.05,0.04,0.05
14,5,6,"prevalence",0.35,"power",0.13,0.01,0.07,0.02,0.05,0.11,0.06,0.03,0.07,0.08,0.02
14,5,6,"prevalence",0.4,"power",0.16,0.06,0.06,0.07,0.09,0.13,0.12,0.08,0.09,0.14,0.06
14,5,6,"prevalence",0.45,"power",0.17,0.02,0.09,0.04,0.04,0.1,0.06,0.04,0.06,0.09,0.02
14,5,6,"prevalence",0.5,"power",0.24,0.07,0.07,0.08,0.1,0.13,0.03,0.06,0.03,0.21,0.06
14,5,6,"prevalence",0.55,"power",0.23,0.06,0.1,0.07,0.1,0.12,0.07,0.06,0.07,0.17,0.09
14,5,6,"prevalence",0.6,"power",0.31,0.04,0.11,0.03,0.11,0.18,0.07,0.03,0.06,0.16,0.06
14,6,11,"abundance",0.05,"power",0.06,0.04,0.04,0.04,0.04,0.03,0.02,0.03,0.01,0.07,0.04
14,6,11,"abundance",0.1,"power",0.07,0.06,0.05,0.02,0.07,0.06,0.07,0.05,0.05,0.06,0.07
14,6,11,"abundance",0.15,"power",0.03,0.07,0.05,0.03,0.05,0.03,0.05,0.03,0.04,0.05,0.05
14,6,11,"abundance",0.2,"power",0.05,0.06,0.07,0.08,0.03,0.07,0.04,0.07,0.04,0.06,0.02
14,6,11,"abundance",0.25,"power",0.06,0.02,0.06,0.03,0.07,0.04,0.06,0.03,0.07,0.07,0.05
14,6,11,"abundance",0.3,"power",0.08,0.08,0.08,0.06,0.09,0.05,0.08,0.08,0.08,0.06,0.07
14,6,11,"abundance",0.35,"power",0.03,0.06,0.02,0.07,0.09,0.03,0.03,0.04,0.04,0.03,0.06
14,6,11,"abundance",0.4,"power",0.05,0.02,0.04,0.03,0.09,0.09,0.07,0.02,0.07,0.07,0.04
14,6,11,"abundance",0.45,"power",0.03,0.05,0.09,0.03,0.07,0.04,0.05,0.02,0.05,0.07,0.05
14,6,11,"abundance",0.5,"power",0.03,0.05,0.05,0.03,0.05,0.04,0.09,0.04,0.09,0.04,0.04
14,6,11,"abundance",0.55,"power",0.04,0.06,0.02,0.04,0.14,0.05,0.06,0.04,0.08,0.03,0.09
14,6,11,"abundance",0.6,"power",0.08,0.07,0.05,0.06,0.13,0.09,0.11,0.05,0.1,0.06,0.11
14,6,11,"both",0.05,"power",0.07,0.07,0.07,0.12,0.04,0.06,0.02,0.03,0.02,0.05,0.04
14,6,11,"both",0.1,"power",0.03,0.11,0.07,0.11,0.07,0.05,0.05,0.08,0.06,0.03,0.11
14,6,11,"both",0.15,"power",0.08,0.06,0.06,0.08,0.06,0.07,0.07,0.05,0.09,0.07,0.06
14,6,11,"both",0.2,"power",0.04,0.06,0.07,0.03,0.08,0.06,0.06,0.04,0.06,0.06,0.06
14,6,11,"both",0.25,"power",0.08,0.02,0.07,0.04,0.08,0.12,0.03,0.05,0.02,0.1,0.06
14,6,11,"both",0.3,"power",0.14,0.05,0.05,0.04,0.08,0.15,0.04,0.03,0.03,0.08,0.05
14,6,11,"both",0.35,"power",0.08,0.05,0.03,0.05,0.12,0.17,0.1,0.05,0.09,0.09,0.08
14,6,11,"both",0.4,"power",0.19,0.03,0.06,0.05,0.16,0.25,0.12,0.08,0.13,0.12,0.08
14,6,11,"both",0.45,"power",0.16,0.11,0.14,0.11,0.26,0.21,0.08,0.06,0.1,0.12,0.13
14,6,11,"both",0.5,"power",0.24,0.14,0.08,0.17,0.28,0.35,0.17,0.12,0.16,0.18,0.16
14,6,11,"both",0.55,"power",0.34,0.05,0.07,0.06,0.33,0.45,0.13,0.04,0.09,0.28,0.07
14,6,11,"both",0.6,"power",0.39,0.13,0.09,0.12,0.56,0.66,0.23,0.09,0.2,0.32,0.2
14,6,11,"prevalence",0.05,"power",0.05,0.04,0.01,0.03,0.01,0.06,0.04,0.03,0.04,0.08,0.03
14,6,11,"prevalence",0.1,"power",0.04,0.05,0.05,0.04,0.02,0.04,0.05,0.03,0.05,0.02,0.04
14,6,11,"prevalence",0.15,"power",0.07,0.04,0.04,0.01,0.07,0.05,0.05,0.05,0.04,0.08,0.04
14,6,11,"prevalence",0.2,"power",0.07,0.05,0.03,0.06,0.03,0.07,0.05,0.06,0.06,0.03,0.04
14,6,11,"prevalence",0.25,"power",0.11,0.05,0.05,0.06,0.09,0.08,0.05,0.03,0.04,0.11,0.05
14,6,11,"prevalence",0.3,"power",0.07,0.09,0.04,0.07,0.08,0.07,0.06,0.07,0.08,0.07,0.08
14,6,11,"prevalence",0.35,"power",0.09,0.04,0.04,0.01,0.08,0.07,0.11,0.07,0.1,0.1,0.04
14,6,11,"prevalence",0.4,"power",0.13,0.04,0.09,0.04,0.08,0.07,0.04,0.05,0.06,0.11,0.09
14,6,11,"prevalence",0.45,"power",0.14,0.06,0.07,0.03,0.09,0.12,0.05,0.07,0.07,0.11,0.05
14,6,11,"prevalence",0.5,"power",0.24,0.04,0.05,0.06,0.07,0.23,0.04,0.07,0.04,0.18,0.04
14,6,11,"prevalence",0.55,"power",0.21,0.07,0.04,0.06,0.06,0.16,0.03,0.04,0.05,0.18,0.06
14,6,11,"prevalence",0.6,"power",0.3,0.05,0.08,0.03,0.04,0.13,0.03,0.04,0.04,0.19,0.04
14,7,13,"abundance",0.05,"power",0.02,0.07,0.07,0.08,0.05,0.02,0.06,0.04,0.04,0.02,0.06
14,7,13,"abundance",0.1,"power",0.05,0.02,0.09,0.02,0.03,0.04,0.01,0.05,0.03,0.03,0.03
14,7,13,"abundance",0.15,"power",0.05,0.08,0.12,0.04,0.07,0.09,0.08,0.09,0.09,0.06,0.06
14,7,13,"abundance",0.2,"power",0.07,0.04,0.06,0.04,0.05,0.06,0.05,0.03,0.05,0.05,0.04
14,7,13,"abundance",0.25,"power",0.04,0.04,0.08,0.03,0.07,0.06,0.07,0.03,0.04,0.07,0.04
14,7,13,"abundance",0.3,"power",0.06,0.07,0.05,0.06,0.1,0.1,0.07,0.04,0.05,0.04,0.09
14,7,13,"abundance",0.35,"power",0.04,0.05,0.05,0.04,0.1,0.08,0.04,0.04,0.05,0.04,0.03
14,7,13,"abundance",0.4,"power",0.06,0.09,0.07,0.08,0.09,0.06,0.12,0.11,0.14,0.07,0.1
14,7,13,"abundance",0.45,"power",0.04,0.06,0.04,0.06,0.05,0.02,0.07,0.06,0.07,0.05,0.06
14,7,13,"abundance",0.5,"power",0.03,0.06,0.1,0.06,0.07,0.06,0.07,0.08,0.07,0.09,0.06
14,7,13,"abundance",0.55,"power",0.02,0.06,0.07,0.08,0.08,0.07,0.08,0.03,0.09,0.03,0.06
14,7,13,"abundance",0.6,"power",0.04,0.03,0.08,0.02,0.13,0.1,0.05,0.04,0.05,0.07,0.06
14,7,13,"both",0.05,"power",0.09,0.05,0.06,0.05,0.02,0.06,0.02,0.04,0.02,0.07,0.04
14,7,13,"both",0.1,"power",0.06,0,0.1,0.01,0,0.03,0.01,0.03,0.03,0.06,0
14,7,13,"both",0.15,"power",0.08,0.07,0.06,0.09,0.06,0.03,0.03,0.05,0.03,0.07,0.06
14,7,13,"both",0.2,"power",0.07,0.06,0.06,0.08,0.09,0.07,0.06,0.07,0.08,0.05,0.07
14,7,13,"both",0.25,"power",0.07,0.06,0.04,0.04,0.09,0.09,0.09,0.08,0.07,0.03,0.07
14,7,13,"both",0.3,"power",0.04,0.03,0.05,0.06,0.1,0.09,0.07,0.03,0.06,0.04,0.03
14,7,13,"both",0.35,"power",0.07,0.07,0.03,0.06,0.11,0.15,0.09,0.05,0.1,0.06,0.07
14,7,13,"both",0.4,"power",0.11,0.07,0.06,0.05,0.15,0.19,0.07,0.04,0.05,0.13,0.07
14,7,13,"both",0.45,"power",0.19,0.04,0.09,0.05,0.18,0.25,0.09,0.08,0.1,0.15,0.09
14,7,13,"both",0.5,"power",0.17,0.03,0.08,0.04,0.15,0.32,0.11,0.08,0.11,0.17,0.09
14,7,13,"both",0.55,"power",0.23,0.05,0.05,0.04,0.21,0.39,0.12,0.04,0.11,0.2,0.11
14,7,13,"both",0.6,"power",0.27,0.1,0.15,0.05,0.35,0.53,0.13,0.08,0.11,0.21,0.12
14,7,13,"prevalence",0.05,"power",0.06,0.04,0.07,0.04,0.04,0.02,0.08,0.05,0.08,0.05,0.04
14,7,13,"prevalence",0.1,"power",0.04,0.03,0.04,0.04,0.02,0.07,0.05,0.03,0.07,0.06,0.05
14,7,13,"prevalence",0.15,"power",0.04,0.05,0.04,0.06,0.05,0.07,0.06,0.06,0.06,0.03,0.06
14,7,13,"prevalence",0.2,"power",0.07,0.06,0.06,0.04,0.04,0.05,0.04,0.04,0.04,0.06,0.05
14,7,13,"prevalence",0.25,"power",0.13,0.01,0.09,0.03,0.03,0.08,0.03,0.05,0.03,0.11,0.01
14,7,13,"prevalence",0.3,"power",0.07,0.05,0.08,0.07,0.08,0.05,0.05,0.06,0.05,0.11,0.05
14,7,13,"prevalence",0.35,"power",0.07,0.04,0.02,0.04,0.04,0.06,0.06,0.05,0.07,0.06,0.05
14,7,13,"prevalence",0.4,"power",0.16,0.04,0.05,0.06,0.04,0.07,0.05,0.05,0.05,0.14,0.04
14,7,13,"prevalence",0.45,"power",0.14,0.04,0.06,0.06,0.06,0.09,0.06,0.02,0.06,0.19,0.02
14,7,13,"prevalence",0.5,"power",0.14,0.04,0.06,0.05,0.07,0.15,0.1,0.05,0.11,0.15,0.06
14,7,13,"prevalence",0.55,"power",0.23,0.05,0.03,0.08,0.08,0.17,0.04,0.09,0.06,0.22,0.04
14,7,13,"prevalence",0.6,"power",0.32,0.04,0.12,0.03,0.07,0.19,0.04,0.06,0.06,0.23,0.07
14,8,12,"abundance",0.05,"power",0.03,0.07,0.05,0.07,0.08,0.04,0.04,0.1,0.07,0.05,0.09
14,8,12,"abundance",0.1,"power",0.01,0.03,0.02,0.04,0.02,0.03,0.02,0.04,0.02,0,0.04
14,8,12,"abundance",0.15,"power",0.04,0.07,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.06
14,8,12,"abundance",0.2,"power",0.05,0.06,0.02,0.04,0.05,0.06,0.07,0.1,0.08,0.06,0.04
14,8,12,"abundance",0.25,"power",0.09,0.03,0.04,0.03,0.05,0.09,0.09,0.03,0.1,0.09,0.04
14,8,12,"abundance",0.3,"power",0.06,0.04,0.03,0.05,0.06,0.05,0.04,0.05,0.02,0.03,0.02
14,8,12,"abundance",0.35,"power",0.03,0.04,0.04,0.02,0.03,0.01,0.03,0.07,0.03,0.04,0.03
14,8,12,"abundance",0.4,"power",0.05,0.04,0.04,0.08,0.04,0.06,0.05,0.06,0.04,0.08,0.07
14,8,12,"abundance",0.45,"power",0,0.03,0.07,0.04,0.04,0.03,0.06,0.06,0.06,0.06,0.03
14,8,12,"abundance",0.5,"power",0.08,0.07,0.02,0.08,0.12,0.07,0.06,0.02,0.06,0.06,0.11
14,8,12,"abundance",0.55,"power",0.04,0.07,0.04,0.06,0.08,0.05,0.1,0.08,0.06,0.03,0.06
14,8,12,"abundance",0.6,"power",0.03,0.02,0.04,0,0.06,0.04,0.04,0.05,0.04,0.06,0.03
14,8,12,"both",0.05,"power",0.06,0.03,0.06,0.02,0.01,0.04,0.05,0.02,0.05,0.05,0.02
14,8,12,"both",0.1,"power",0.05,0.05,0.03,0.03,0.07,0.06,0.02,0.02,0.02,0.08,0.03
14,8,12,"both",0.15,"power",0.05,0.05,0.04,0.03,0.08,0.03,0.06,0.04,0.05,0.06,0.07
14,8,12,"both",0.2,"power",0.06,0.08,0.05,0.07,0.06,0.03,0.08,0.06,0.07,0.05,0.07
14,8,12,"both",0.25,"power",0.05,0.05,0.03,0.07,0.03,0.05,0.04,0.05,0.05,0.06,0.04
14,8,12,"both",0.3,"power",0.11,0.04,0.03,0.03,0.11,0.12,0.06,0.06,0.06,0.1,0.07
14,8,12,"both",0.35,"power",0.13,0.04,0.06,0.04,0.08,0.12,0.05,0.03,0.05,0.09,0.04
14,8,12,"both",0.4,"power",0.15,0.08,0.06,0.1,0.12,0.2,0.09,0.02,0.07,0.12,0.08
14,8,12,"both",0.45,"power",0.19,0.05,0.07,0.04,0.18,0.2,0.07,0.03,0.07,0.13,0.07
14,8,12,"both",0.5,"power",0.24,0.08,0.12,0.07,0.21,0.23,0.08,0.06,0.07,0.24,0.1
14,8,12,"both",0.55,"power",0.29,0.12,0.08,0.08,0.3,0.31,0.14,0.08,0.14,0.21,0.15
14,8,12,"both",0.6,"power",0.37,0.09,0.12,0.08,0.37,0.41,0.11,0.07,0.11,0.35,0.16
14,8,12,"prevalence",0.05,"power",0.06,0.1,0.06,0.07,0.05,0.04,0.05,0.07,0.06,0.06,0.06
14,8,12,"prevalence",0.1,"power",0.06,0.09,0.01,0.09,0.03,0.05,0.02,0.07,0.02,0.07,0.07
14,8,12,"prevalence",0.15,"power",0.05,0.08,0.05,0.08,0.08,0.04,0.05,0.04,0.06,0.07,0.09
