"k","signal_cluster","cluster_ordered","signal_mode","beta","summary_type","GLaD_0.5_unweighted","GLaD_0.5_weighted","GLaD_1_unweighted","GLaD_1_weighted","GUniFrac","aitchison","bray","euclidean","jaccard","unifrac_unweighted","unifrac_weighted_phyloseq"
10,5,9,"prevalence",0.2,"power",0.05,0.11,0.08,0.07,0.08,0.07,0.07,0.08,0.06,0.05,0.1
10,5,9,"prevalence",0.25,"power",0.07,0.08,0.07,0.08,0.06,0.04,0.05,0.02,0.04,0.09,0.06
10,5,9,"prevalence",0.3,"power",0.13,0.06,0.07,0.05,0.08,0.1,0.07,0.04,0.07,0.11,0.06
10,5,9,"prevalence",0.35,"power",0.11,0.05,0.06,0.06,0.07,0.07,0.07,0.1,0.08,0.11,0.05
10,5,9,"prevalence",0.4,"power",0.19,0.07,0.1,0.06,0.07,0.11,0.04,0.08,0.05,0.18,0.08
10,5,9,"prevalence",0.45,"power",0.21,0.05,0.08,0.03,0.09,0.15,0.03,0.05,0.03,0.15,0.05
10,5,9,"prevalence",0.5,"power",0.32,0.03,0.17,0.03,0.09,0.16,0.06,0.04,0.05,0.23,0.04
10,5,9,"prevalence",0.55,"power",0.3,0.05,0.06,0.04,0.08,0.18,0.07,0.03,0.07,0.24,0.07
10,5,9,"prevalence",0.6,"power",0.55,0.08,0.12,0.06,0.14,0.23,0.05,0.04,0.07,0.36,0.09
10,6,5,"abundance",0.05,"power",0.04,0.05,0.04,0.04,0.05,0.07,0.04,0.03,0.05,0.02,0.03
10,6,5,"abundance",0.1,"power",0.04,0.05,0.07,0.05,0.03,0.06,0.04,0.04,0.04,0.06,0.06
10,6,5,"abundance",0.15,"power",0.04,0.09,0.03,0.06,0.05,0.05,0.04,0.02,0.05,0.05,0.04
10,6,5,"abundance",0.2,"power",0.06,0.05,0.07,0.04,0.05,0.07,0.08,0.07,0.07,0.07,0.04
10,6,5,"abundance",0.25,"power",0.03,0.01,0.05,0.05,0.01,0.03,0.04,0.03,0.04,0.01,0.02
10,6,5,"abundance",0.3,"power",0.05,0.04,0.06,0.03,0.07,0.09,0.09,0.06,0.08,0.04,0.06
10,6,5,"abundance",0.35,"power",0.04,0.06,0.03,0.06,0.1,0.07,0.12,0.09,0.12,0.05,0.1
10,6,5,"abundance",0.4,"power",0.09,0.08,0.04,0.04,0.08,0.08,0.13,0.09,0.1,0.08,0.06
10,6,5,"abundance",0.45,"power",0.06,0.08,0.06,0.04,0.16,0.04,0.17,0.13,0.17,0.04,0.1
10,6,5,"abundance",0.5,"power",0.02,0.17,0.02,0.11,0.21,0.05,0.19,0.16,0.18,0.03,0.18
10,6,5,"abundance",0.55,"power",0.08,0.11,0.05,0.09,0.32,0.09,0.25,0.18,0.24,0.1,0.26
10,6,5,"abundance",0.6,"power",0.06,0.18,0.04,0.12,0.28,0.1,0.3,0.17,0.26,0.03,0.23
10,6,5,"both",0.05,"power",0.1,0.05,0.08,0.06,0.04,0.08,0.03,0.06,0.04,0.05,0.05
10,6,5,"both",0.1,"power",0.06,0.05,0.05,0.07,0.06,0.07,0.04,0.02,0.04,0.06,0.07
10,6,5,"both",0.15,"power",0.06,0.01,0.08,0.02,0.03,0.08,0.03,0.02,0.03,0.05,0.02
10,6,5,"both",0.2,"power",0.06,0.06,0.07,0.05,0.05,0.09,0.08,0.04,0.08,0.03,0.05
10,6,5,"both",0.25,"power",0.12,0.02,0.04,0.04,0.12,0.16,0.06,0.01,0.08,0.1,0.08
10,6,5,"both",0.3,"power",0.09,0.07,0.08,0.06,0.09,0.18,0.08,0.1,0.08,0.06,0.08
10,6,5,"both",0.35,"power",0.08,0.07,0.02,0.06,0.16,0.23,0.13,0.1,0.14,0.04,0.09
10,6,5,"both",0.4,"power",0.19,0.06,0.12,0.06,0.21,0.34,0.2,0.12,0.19,0.16,0.11
10,6,5,"both",0.45,"power",0.18,0.07,0.05,0.06,0.29,0.39,0.24,0.12,0.26,0.16,0.12
10,6,5,"both",0.5,"power",0.31,0.12,0.11,0.11,0.4,0.52,0.32,0.18,0.33,0.19,0.2
10,6,5,"both",0.55,"power",0.44,0.15,0.16,0.08,0.62,0.73,0.48,0.23,0.47,0.26,0.27
10,6,5,"both",0.6,"power",0.51,0.18,0.12,0.09,0.75,0.84,0.52,0.26,0.5,0.37,0.33
10,6,5,"prevalence",0.05,"power",0.04,0.07,0.08,0.08,0.06,0.07,0.06,0.07,0.06,0.06,0.06
10,6,5,"prevalence",0.1,"power",0.06,0.03,0.03,0.06,0.06,0.03,0.03,0.05,0.04,0.04,0.04
10,6,5,"prevalence",0.15,"power",0.01,0.02,0.03,0.03,0.01,0.03,0.03,0.03,0.03,0,0.02
10,6,5,"prevalence",0.2,"power",0.11,0.04,0.05,0.03,0.02,0.1,0.02,0.04,0.01,0.09,0.01
10,6,5,"prevalence",0.25,"power",0.11,0.05,0.08,0.04,0.06,0.08,0.04,0.06,0.03,0.11,0.06
10,6,5,"prevalence",0.3,"power",0.07,0.02,0.07,0.04,0.05,0.04,0.04,0.03,0.04,0.07,0.03
10,6,5,"prevalence",0.35,"power",0.1,0.04,0.05,0.03,0.04,0.12,0.06,0.03,0.06,0.12,0.03
10,6,5,"prevalence",0.4,"power",0.18,0.06,0.11,0.08,0.06,0.14,0.05,0.02,0.05,0.12,0.05
10,6,5,"prevalence",0.45,"power",0.3,0.02,0.13,0.04,0.05,0.25,0.05,0.02,0.04,0.23,0.02
10,6,5,"prevalence",0.5,"power",0.33,0.07,0.11,0.07,0.1,0.28,0.06,0.06,0.06,0.22,0.06
10,6,5,"prevalence",0.55,"power",0.39,0.01,0.07,0.04,0.07,0.26,0.05,0.03,0.04,0.29,0.03
10,6,5,"prevalence",0.6,"power",0.54,0.02,0.15,0.02,0.11,0.38,0.06,0.05,0.06,0.41,0.06
10,7,6,"abundance",0.05,"power",0.04,0.03,0.07,0.02,0.06,0.03,0.06,0.04,0.04,0.05,0.06
10,7,6,"abundance",0.1,"power",0.04,0.02,0.06,0.02,0.02,0.04,0.01,0.07,0.03,0.06,0.01
10,7,6,"abundance",0.15,"power",0.09,0.06,0,0.05,0.08,0.07,0.08,0.06,0.07,0.08,0.07
10,7,6,"abundance",0.2,"power",0.1,0.06,0.09,0.07,0.07,0.05,0.04,0.06,0.05,0.06,0.05
10,7,6,"abundance",0.25,"power",0.03,0.07,0.04,0.07,0.12,0.02,0.09,0.03,0.08,0.03,0.09
10,7,6,"abundance",0.3,"power",0.05,0.05,0.06,0.04,0.1,0.06,0.06,0.04,0.06,0.06,0.06
10,7,6,"abundance",0.35,"power",0.06,0.08,0.05,0.09,0.13,0.06,0.08,0.07,0.1,0.03,0.1
10,7,6,"abundance",0.4,"power",0.03,0.05,0.08,0.06,0.11,0.04,0.05,0.05,0.06,0.06,0.09
10,7,6,"abundance",0.45,"power",0.03,0.1,0,0.12,0.24,0.05,0.14,0.08,0.14,0.03,0.14
10,7,6,"abundance",0.5,"power",0.07,0.08,0.09,0.1,0.32,0.1,0.22,0.12,0.21,0.03,0.17
10,7,6,"abundance",0.55,"power",0.06,0.07,0.04,0.08,0.31,0.08,0.23,0.05,0.19,0.07,0.18
10,7,6,"abundance",0.6,"power",0.07,0.07,0.05,0.11,0.44,0.09,0.31,0.1,0.31,0.05,0.25
10,7,6,"both",0.05,"power",0.06,0.06,0.05,0.06,0.07,0.02,0.1,0.07,0.09,0.05,0.04
10,7,6,"both",0.1,"power",0.04,0.03,0.08,0.04,0.03,0.06,0.05,0.01,0.04,0.02,0.03
10,7,6,"both",0.15,"power",0.01,0.02,0.02,0.03,0.03,0.01,0.05,0.05,0.04,0.02,0.03
10,7,6,"both",0.2,"power",0.11,0.08,0.05,0.09,0.1,0.11,0.1,0.06,0.08,0.08,0.06
10,7,6,"both",0.25,"power",0.06,0.06,0.05,0.07,0.09,0.07,0.06,0.06,0.05,0.08,0.05
10,7,6,"both",0.3,"power",0.09,0.04,0.07,0.05,0.16,0.11,0.06,0.02,0.06,0.07,0.11
10,7,6,"both",0.35,"power",0.08,0.1,0.03,0.09,0.18,0.21,0.11,0.08,0.12,0.08,0.12
10,7,6,"both",0.4,"power",0.21,0.08,0.06,0.08,0.34,0.33,0.14,0.12,0.13,0.13,0.15
10,7,6,"both",0.45,"power",0.26,0.12,0.1,0.12,0.51,0.45,0.29,0.08,0.27,0.22,0.24
10,7,6,"both",0.5,"power",0.29,0.06,0.14,0.08,0.5,0.47,0.26,0.07,0.26,0.22,0.19
10,7,6,"both",0.55,"power",0.42,0.11,0.12,0.08,0.77,0.65,0.39,0.08,0.41,0.3,0.34
10,7,6,"both",0.6,"power",0.52,0.28,0.16,0.22,0.88,0.81,0.57,0.13,0.54,0.47,0.53
10,7,6,"prevalence",0.05,"power",0.05,0.06,0.03,0.06,0.06,0.07,0.08,0.09,0.06,0.04,0.08
10,7,6,"prevalence",0.1,"power",0.06,0.05,0,0.04,0.05,0.03,0.03,0.04,0.03,0.04,0.06
10,7,6,"prevalence",0.15,"power",0.01,0.06,0.06,0.06,0.03,0.05,0.03,0,0.03,0,0.04
10,7,6,"prevalence",0.2,"power",0.05,0.06,0.02,0.03,0.05,0.04,0.04,0.08,0.04,0.05,0.05
10,7,6,"prevalence",0.25,"power",0.08,0.05,0.08,0.05,0.06,0.04,0.04,0.03,0.02,0.1,0.04
10,7,6,"prevalence",0.3,"power",0.1,0.05,0.1,0.09,0.11,0.08,0.06,0.04,0.09,0.14,0.09
10,7,6,"prevalence",0.35,"power",0.15,0.05,0.12,0.05,0.07,0.09,0.04,0.02,0.05,0.13,0.03
10,7,6,"prevalence",0.4,"power",0.13,0.06,0.07,0.04,0.06,0.09,0.02,0.08,0.04,0.11,0.04
10,7,6,"prevalence",0.45,"power",0.16,0.06,0.05,0.07,0.06,0.12,0.07,0.04,0.06,0.19,0.05
10,7,6,"prevalence",0.5,"power",0.27,0.06,0.1,0.07,0.09,0.21,0.09,0.01,0.09,0.31,0.08
10,7,6,"prevalence",0.55,"power",0.45,0.06,0.11,0.06,0.12,0.32,0.09,0.04,0.08,0.38,0.09
10,7,6,"prevalence",0.6,"power",0.44,0.01,0.17,0.01,0.06,0.26,0.03,0.03,0.04,0.36,0.04
10,8,7,"abundance",0.05,"power",0.03,0.05,0.05,0.04,0.08,0.08,0.09,0.06,0.08,0.02,0.08
10,8,7,"abundance",0.1,"power",0.01,0.08,0.05,0.07,0.03,0.01,0.04,0.03,0.04,0.03,0.03
10,8,7,"abundance",0.15,"power",0.04,0.05,0.06,0.05,0.02,0.06,0.03,0.04,0.02,0.03,0.03
10,8,7,"abundance",0.2,"power",0.05,0.09,0.08,0.07,0.07,0.06,0.08,0.07,0.08,0.02,0.09
10,8,7,"abundance",0.25,"power",0.03,0.05,0.05,0.04,0.05,0.05,0.04,0.04,0.04,0.03,0.05
10,8,7,"abundance",0.3,"power",0.03,0.06,0.04,0.06,0.05,0.05,0.02,0.02,0.01,0.03,0.05
10,8,7,"abundance",0.35,"power",0.06,0.06,0.06,0.06,0.07,0.05,0.03,0.06,0.01,0.06,0.06
10,8,7,"abundance",0.4,"power",0.01,0.08,0.04,0.07,0.09,0.04,0.06,0.07,0.06,0.04,0.07
10,8,7,"abundance",0.45,"power",0.03,0.07,0.08,0.07,0.07,0.04,0.06,0.05,0.05,0.05,0.05
10,8,7,"abundance",0.5,"power",0.04,0.09,0.03,0.07,0.1,0.1,0.1,0.06,0.08,0.04,0.08
10,8,7,"abundance",0.55,"power",0.06,0.11,0.05,0.09,0.12,0.06,0.1,0.05,0.1,0.04,0.1
10,8,7,"abundance",0.6,"power",0.06,0.08,0.03,0.06,0.09,0.05,0.05,0.09,0.02,0.07,0.08
10,8,7,"both",0.05,"power",0.06,0.04,0.09,0.07,0.09,0.07,0.08,0.05,0.09,0.05,0.07
10,8,7,"both",0.1,"power",0.06,0.04,0.02,0.06,0.06,0.05,0.03,0.04,0.03,0.04,0.07
10,8,7,"both",0.15,"power",0.05,0.05,0.03,0.05,0.04,0.06,0.06,0.04,0.06,0.03,0.04
10,8,7,"both",0.2,"power",0.06,0.12,0.04,0.09,0.07,0.08,0.09,0.08,0.07,0.03,0.11
10,8,7,"both",0.25,"power",0.08,0.03,0.08,0.05,0.01,0.07,0.04,0.04,0.04,0.07,0.04
10,8,7,"both",0.3,"power",0.07,0.05,0.05,0.05,0.05,0.03,0.05,0.05,0.04,0.06,0.06
10,8,7,"both",0.35,"power",0.1,0.05,0.07,0.05,0.12,0.13,0.07,0.07,0.05,0.1,0.1
10,8,7,"both",0.4,"power",0.18,0.1,0.09,0.1,0.16,0.19,0.06,0.03,0.05,0.15,0.1
10,8,7,"both",0.45,"power",0.27,0.06,0.04,0.07,0.21,0.23,0.07,0.02,0.09,0.15,0.13
10,8,7,"both",0.5,"power",0.37,0.13,0.08,0.11,0.35,0.38,0.09,0.06,0.08,0.26,0.16
10,8,7,"both",0.55,"power",0.34,0.12,0.09,0.1,0.43,0.34,0.19,0.08,0.18,0.22,0.18
10,8,7,"both",0.6,"power",0.39,0.15,0.18,0.09,0.61,0.59,0.26,0.11,0.25,0.3,0.29
10,8,7,"prevalence",0.05,"power",0.02,0.05,0.06,0.05,0.06,0.03,0.03,0.06,0.05,0.03,0.05
10,8,7,"prevalence",0.1,"power",0.04,0.07,0.06,0.05,0.08,0.07,0.05,0.07,0.05,0.05,0.07
10,8,7,"prevalence",0.15,"power",0.06,0.05,0.1,0.04,0.03,0.05,0.04,0.07,0.05,0.07,0.04
10,8,7,"prevalence",0.2,"power",0.03,0.11,0.09,0.08,0.06,0.02,0.07,0.05,0.07,0.03,0.1
10,8,7,"prevalence",0.25,"power",0.06,0.05,0.06,0.06,0.07,0.04,0.03,0.04,0.03,0.06,0.06
10,8,7,"prevalence",0.3,"power",0.13,0.04,0.04,0.04,0.07,0.1,0.05,0.04,0.05,0.08,0.04
10,8,7,"prevalence",0.35,"power",0.1,0.04,0.05,0.05,0.1,0.07,0.1,0.06,0.1,0.08,0.08
10,8,7,"prevalence",0.4,"power",0.12,0.07,0.09,0.06,0.04,0.07,0.01,0.04,0.01,0.12,0.06
10,8,7,"prevalence",0.45,"power",0.21,0.07,0.11,0.05,0.1,0.17,0.11,0.06,0.08,0.13,0.09
10,8,7,"prevalence",0.5,"power",0.32,0.06,0.12,0.05,0.09,0.13,0.07,0.05,0.06,0.19,0.09
10,8,7,"prevalence",0.55,"power",0.27,0.05,0.1,0.03,0.07,0.12,0.05,0.04,0.05,0.2,0.04
10,8,7,"prevalence",0.6,"power",0.5,0.05,0.11,0.05,0.1,0.23,0.07,0.05,0.05,0.32,0.06
10,9,8,"abundance",0.05,"power",0.03,0.07,0.06,0.06,0.07,0.06,0.09,0.08,0.1,0.02,0.09
10,9,8,"abundance",0.1,"power",0.03,0.02,0.03,0.03,0.06,0.05,0.07,0.05,0.06,0.02,0.06
10,9,8,"abundance",0.15,"power",0.06,0.08,0.07,0.08,0.07,0.05,0.01,0.01,0.02,0.07,0.07
10,9,8,"abundance",0.2,"power",0.04,0.04,0.04,0.03,0.05,0.1,0.05,0.03,0.04,0.03,0.07
10,9,8,"abundance",0.25,"power",0.02,0.05,0.05,0.03,0.06,0.04,0.03,0.05,0.03,0.02,0.04
10,9,8,"abundance",0.3,"power",0.03,0.03,0.07,0.04,0.05,0.03,0.03,0.02,0.04,0.04,0.04
10,9,8,"abundance",0.35,"power",0.04,0.06,0.01,0.06,0.12,0.04,0.08,0.05,0.08,0.02,0.08
10,9,8,"abundance",0.4,"power",0.03,0.06,0.07,0.07,0.08,0.06,0.04,0.03,0.04,0.05,0.08
10,9,8,"abundance",0.45,"power",0.07,0.06,0.06,0.09,0.15,0.07,0.09,0.04,0.09,0.04,0.1
10,9,8,"abundance",0.5,"power",0.03,0.06,0.05,0.1,0.17,0.03,0.1,0.05,0.1,0.01,0.11
10,9,8,"abundance",0.55,"power",0.02,0.07,0.06,0.07,0.16,0.03,0.07,0.07,0.08,0.05,0.12
10,9,8,"abundance",0.6,"power",0.02,0.13,0.01,0.12,0.24,0.06,0.14,0.08,0.13,0.01,0.21
10,9,8,"both",0.05,"power",0.04,0.05,0.03,0.02,0.06,0.05,0.03,0.04,0.03,0,0.05
10,9,8,"both",0.1,"power",0.01,0.03,0.09,0.05,0.09,0.05,0.07,0.03,0.06,0.05,0.04
10,9,8,"both",0.15,"power",0.05,0.07,0.04,0.08,0.07,0.05,0.03,0.03,0.03,0.05,0.05
10,9,8,"both",0.2,"power",0.08,0.08,0.08,0.09,0.06,0.07,0.05,0.03,0.04,0.07,0.06
10,9,8,"both",0.25,"power",0.11,0.09,0.08,0.1,0.09,0.1,0.09,0.04,0.07,0.1,0.09
10,9,8,"both",0.3,"power",0.16,0.04,0.09,0.05,0.13,0.13,0.06,0.03,0.06,0.14,0.04
10,9,8,"both",0.35,"power",0.11,0.06,0.07,0.1,0.2,0.18,0.14,0.06,0.14,0.13,0.14
10,9,8,"both",0.4,"power",0.13,0.12,0.06,0.13,0.31,0.18,0.08,0.1,0.06,0.13,0.12
10,9,8,"both",0.45,"power",0.18,0.12,0.09,0.1,0.4,0.26,0.19,0.12,0.18,0.16,0.22
10,9,8,"both",0.5,"power",0.24,0.14,0.12,0.13,0.53,0.3,0.11,0.03,0.12,0.24,0.24
10,9,8,"both",0.55,"power",0.27,0.13,0.09,0.12,0.53,0.32,0.1,0.06,0.1,0.24,0.28
10,9,8,"both",0.6,"power",0.39,0.23,0.15,0.17,0.72,0.45,0.24,0.07,0.25,0.33,0.41
10,9,8,"prevalence",0.05,"power",0.02,0.05,0.05,0.02,0.03,0.05,0.03,0.04,0.03,0.06,0.03
10,9,8,"prevalence",0.1,"power",0.02,0.02,0.03,0.03,0.04,0.05,0.03,0.03,0.03,0.04,0.02
10,9,8,"prevalence",0.15,"power",0.07,0.08,0.03,0.06,0.05,0.07,0.03,0.05,0.03,0.06,0.04
10,9,8,"prevalence",0.2,"power",0.05,0.06,0.05,0.03,0.03,0.05,0.05,0.08,0.04,0.08,0.03
10,9,8,"prevalence",0.25,"power",0.08,0.02,0.06,0.02,0.06,0.06,0.03,0.05,0.03,0.09,0.02
10,9,8,"prevalence",0.3,"power",0.06,0.07,0.03,0.06,0.04,0.06,0.05,0.06,0.06,0.06,0.06
10,9,8,"prevalence",0.35,"power",0.13,0.03,0.05,0.02,0.09,0.13,0.08,0.05,0.08,0.07,0.05
10,9,8,"prevalence",0.4,"power",0.14,0.02,0.13,0.03,0.04,0.06,0.02,0.02,0.03,0.14,0.02
10,9,8,"prevalence",0.45,"power",0.11,0.11,0.11,0.09,0.09,0.06,0.08,0.09,0.08,0.13,0.12
10,9,8,"prevalence",0.5,"power",0.25,0.08,0.06,0.1,0.07,0.15,0.03,0.04,0.02,0.23,0.06
10,9,8,"prevalence",0.55,"power",0.27,0.08,0.09,0.08,0.09,0.21,0.05,0.07,0.05,0.25,0.09
10,9,8,"prevalence",0.6,"power",0.44,0.07,0.14,0.07,0.11,0.18,0.1,0.1,0.11,0.36,0.09
10,10,2,"abundance",0.05,"power",0.07,0.03,0.03,0.05,0.01,0.03,0.03,0.06,0.05,0.04,0.02
10,10,2,"abundance",0.1,"power",0.08,0.11,0.07,0.08,0.04,0.04,0.04,0.03,0.04,0.1,0.08
10,10,2,"abundance",0.15,"power",0.06,0.04,0.04,0.06,0.08,0.1,0.11,0.05,0.11,0.08,0.08
10,10,2,"abundance",0.2,"power",0.04,0.1,0.03,0.07,0.1,0.04,0.11,0.1,0.12,0.03,0.09
10,10,2,"abundance",0.25,"power",0.03,0.12,0.07,0.11,0.05,0.02,0.06,0.07,0.06,0.03,0.09
10,10,2,"abundance",0.3,"power",0.03,0.09,0.05,0.07,0.12,0.03,0.1,0.08,0.08,0.03,0.14
10,10,2,"abundance",0.35,"power",0.03,0.11,0.04,0.12,0.17,0.06,0.12,0.14,0.11,0.07,0.18
10,10,2,"abundance",0.4,"power",0.03,0.21,0.03,0.18,0.21,0.04,0.19,0.18,0.19,0.05,0.2
10,10,2,"abundance",0.45,"power",0.09,0.24,0.08,0.21,0.21,0.1,0.26,0.13,0.27,0.08,0.29
10,10,2,"abundance",0.5,"power",0.06,0.32,0.08,0.24,0.34,0.06,0.25,0.2,0.24,0.04,0.37
10,10,2,"abundance",0.55,"power",0.03,0.37,0.03,0.32,0.44,0.09,0.43,0.27,0.36,0.03,0.38
10,10,2,"abundance",0.6,"power",0.05,0.48,0.05,0.33,0.52,0.08,0.47,0.38,0.39,0.07,0.54
10,10,2,"both",0.05,"power",0.07,0.03,0.06,0.03,0.03,0.06,0.02,0.04,0.02,0.05,0.03
10,10,2,"both",0.1,"power",0.06,0.03,0.04,0.03,0.03,0.02,0.05,0.03,0.04,0.08,0.03
10,10,2,"both",0.15,"power",0.05,0.06,0.03,0.07,0.04,0.08,0.06,0.07,0.05,0.04,0.07
10,10,2,"both",0.2,"power",0.06,0.1,0.03,0.1,0.07,0.09,0.08,0.05,0.08,0.06,0.06
10,10,2,"both",0.25,"power",0.07,0.14,0.07,0.13,0.14,0.1,0.11,0.05,0.12,0.06,0.13
10,10,2,"both",0.3,"power",0.12,0.18,0.1,0.15,0.26,0.13,0.21,0.09,0.17,0.08,0.24
10,10,2,"both",0.35,"power",0.08,0.18,0.06,0.13,0.21,0.08,0.15,0.11,0.15,0.14,0.18
10,10,2,"both",0.4,"power",0.15,0.21,0.13,0.2,0.39,0.23,0.22,0.12,0.19,0.18,0.31
10,10,2,"both",0.45,"power",0.14,0.32,0.05,0.27,0.49,0.3,0.43,0.21,0.39,0.22,0.41
10,10,2,"both",0.5,"power",0.23,0.36,0.12,0.3,0.61,0.34,0.39,0.25,0.4,0.3,0.48
10,10,2,"both",0.55,"power",0.29,0.45,0.15,0.36,0.8,0.5,0.46,0.33,0.45,0.39,0.58
10,10,2,"both",0.6,"power",0.34,0.67,0.1,0.54,0.87,0.57,0.58,0.36,0.58,0.52,0.73
10,10,2,"prevalence",0.05,"power",0.05,0.03,0.06,0.02,0.05,0.05,0.06,0.04,0.06,0.08,0.02
10,10,2,"prevalence",0.1,"power",0.03,0.09,0.05,0.09,0.04,0.05,0.06,0.04,0.03,0.05,0.09
10,10,2,"prevalence",0.15,"power",0.06,0.08,0.08,0.07,0.06,0.03,0.06,0.05,0.07,0.04,0.06
10,10,2,"prevalence",0.2,"power",0.05,0.03,0.1,0.03,0.05,0.04,0.06,0.05,0.05,0.07,0.04
10,10,2,"prevalence",0.25,"power",0.07,0.07,0.05,0.05,0.05,0.07,0.05,0.07,0.03,0.08,0.03
10,10,2,"prevalence",0.3,"power",0.09,0.02,0.09,0.03,0,0.1,0.04,0.05,0.03,0.1,0.01
10,10,2,"prevalence",0.35,"power",0.12,0.04,0.07,0.05,0.01,0.1,0.02,0.03,0.03,0.14,0.02
10,10,2,"prevalence",0.4,"power",0.2,0.05,0.07,0.06,0.02,0.16,0.05,0.07,0.04,0.22,0.02
10,10,2,"prevalence",0.45,"power",0.21,0.05,0.08,0.05,0.14,0.18,0.05,0.06,0.04,0.23,0.07
10,10,2,"prevalence",0.5,"power",0.27,0.06,0.14,0.07,0.09,0.15,0.07,0.04,0.08,0.37,0.05
10,10,2,"prevalence",0.55,"power",0.23,0.07,0.06,0.08,0.12,0.18,0.06,0.06,0.07,0.31,0.06
10,10,2,"prevalence",0.6,"power",0.38,0.09,0.09,0.09,0.12,0.21,0.06,0.02,0.06,0.5,0.07
12,1,4,"abundance",0.05,"power",0.03,0.03,0.05,0.03,0.02,0.03,0.02,0.05,0.02,0.04,0.03
12,1,4,"abundance",0.1,"power",0.07,0.09,0.06,0.06,0.08,0.07,0.08,0.06,0.07,0.07,0.06
12,1,4,"abundance",0.15,"power",0.07,0.05,0.03,0.07,0.07,0.05,0.09,0.06,0.09,0.06,0.07
12,1,4,"abundance",0.2,"power",0.04,0.04,0.03,0.07,0.02,0.02,0.04,0.04,0.03,0.03,0.04
12,1,4,"abundance",0.25,"power",0.04,0.07,0.04,0.08,0.12,0.05,0.1,0.06,0.1,0.05,0.08
12,1,4,"abundance",0.3,"power",0,0.07,0.03,0.08,0.04,0.03,0.04,0.05,0.05,0,0.07
12,1,4,"abundance",0.35,"power",0.05,0.12,0.04,0.1,0.13,0.05,0.08,0.1,0.1,0.03,0.16
12,1,4,"abundance",0.4,"power",0.06,0.15,0.06,0.11,0.17,0.07,0.15,0.07,0.14,0.04,0.18
12,1,4,"abundance",0.45,"power",0.06,0.1,0.08,0.1,0.19,0.07,0.09,0.1,0.08,0.05,0.18
12,1,4,"abundance",0.5,"power",0.03,0.21,0.07,0.17,0.26,0.02,0.13,0.08,0.13,0.07,0.2
12,1,4,"abundance",0.55,"power",0.05,0.16,0.03,0.13,0.23,0.07,0.16,0.14,0.14,0.03,0.23
12,1,4,"abundance",0.6,"power",0.05,0.19,0.05,0.17,0.34,0.06,0.17,0.11,0.15,0.03,0.36
12,1,4,"both",0.05,"power",0.04,0.04,0.03,0.06,0.06,0.05,0.06,0.06,0.05,0.06,0.05
12,1,4,"both",0.1,"power",0.06,0.03,0.06,0.06,0.07,0.08,0.05,0.02,0.05,0.08,0.05
12,1,4,"both",0.15,"power",0.06,0.05,0.06,0.05,0.07,0.06,0.04,0.07,0.04,0.05,0.08
12,1,4,"both",0.2,"power",0.03,0.09,0.06,0.09,0.1,0.01,0.06,0.08,0.04,0.05,0.11
12,1,4,"both",0.25,"power",0.12,0.08,0.1,0.08,0.14,0.13,0.07,0.06,0.07,0.06,0.1
12,1,4,"both",0.3,"power",0.05,0.11,0.06,0.1,0.18,0.09,0.11,0.08,0.11,0.04,0.19
12,1,4,"both",0.35,"power",0.15,0.12,0.09,0.1,0.14,0.13,0.07,0.06,0.08,0.11,0.13
12,1,4,"both",0.4,"power",0.21,0.18,0.04,0.18,0.37,0.21,0.17,0.12,0.18,0.16,0.29
12,1,4,"both",0.45,"power",0.33,0.28,0.08,0.16,0.56,0.34,0.19,0.13,0.15,0.21,0.4
12,1,4,"both",0.5,"power",0.27,0.31,0.08,0.24,0.6,0.32,0.26,0.18,0.21,0.17,0.46
12,1,4,"both",0.55,"power",0.43,0.34,0.11,0.23,0.69,0.54,0.29,0.16,0.29,0.26,0.55
12,1,4,"both",0.6,"power",0.45,0.52,0.12,0.42,0.84,0.66,0.51,0.21,0.48,0.25,0.74
12,1,4,"prevalence",0.05,"power",0.06,0.04,0.02,0.06,0.02,0.03,0.04,0.04,0.04,0.05,0.06
12,1,4,"prevalence",0.1,"power",0.05,0.05,0.04,0.05,0.06,0.04,0.08,0.02,0.08,0.07,0.05
12,1,4,"prevalence",0.15,"power",0.06,0.05,0.05,0.04,0.04,0.05,0.01,0.04,0.01,0.1,0.05
12,1,4,"prevalence",0.2,"power",0.05,0.04,0.05,0.05,0.05,0.07,0.09,0.09,0.1,0.02,0.04
12,1,4,"prevalence",0.25,"power",0.08,0.05,0.07,0.06,0.1,0.07,0.03,0.04,0.05,0.06,0.08
12,1,4,"prevalence",0.3,"power",0.12,0.08,0.04,0.07,0.05,0.08,0.04,0.07,0.04,0.1,0.05
12,1,4,"prevalence",0.35,"power",0.14,0.02,0.09,0.03,0.05,0.07,0.03,0.04,0.02,0.14,0.03
12,1,4,"prevalence",0.4,"power",0.2,0.01,0.05,0.02,0.05,0.15,0.03,0.03,0.04,0.13,0.02
12,1,4,"prevalence",0.45,"power",0.21,0.07,0.06,0.03,0.11,0.13,0.09,0.06,0.07,0.19,0.1
12,1,4,"prevalence",0.5,"power",0.32,0.04,0.05,0.04,0.09,0.16,0.07,0.06,0.06,0.24,0.04
12,1,4,"prevalence",0.55,"power",0.41,0.04,0.15,0.05,0.11,0.26,0.08,0.07,0.07,0.25,0.05
12,1,4,"prevalence",0.6,"power",0.59,0.04,0.18,0.06,0.14,0.29,0.06,0.04,0.07,0.33,0.09
