"k","signal_mode","beta","signal_cluster","cluster_n_otus_template","method","power","n_nonmissing"
6,"abundance",0.25,2,103,"unifrac_weighted_phyloseq",0.24,100
6,"abundance",0.3,2,103,"GLaD_0.5_unweighted",0.06,100
6,"abundance",0.3,2,103,"GLaD_0.5_weighted",0.34,100
6,"abundance",0.3,2,103,"GLaD_1_unweighted",0.05,100
6,"abundance",0.3,2,103,"GLaD_1_weighted",0.29,100
6,"abundance",0.3,2,103,"GUniFrac",0.29,100
6,"abundance",0.3,2,103,"aitchison",0.06,100
6,"abundance",0.3,2,103,"bray",0.17,100
6,"abundance",0.3,2,103,"euclidean",0.19,100
6,"abundance",0.3,2,103,"jaccard",0.21,100
6,"abundance",0.3,2,103,"unifrac_unweighted",0.06,100
6,"abundance",0.3,2,103,"unifrac_weighted_phyloseq",0.33,100
6,"abundance",0.35,2,103,"GLaD_0.5_unweighted",0.04,100
6,"abundance",0.35,2,103,"GLaD_0.5_weighted",0.39,100
6,"abundance",0.35,2,103,"GLaD_1_unweighted",0.05,100
6,"abundance",0.35,2,103,"GLaD_1_weighted",0.38,100
6,"abundance",0.35,2,103,"GUniFrac",0.31,100
6,"abundance",0.35,2,103,"aitchison",0.01,100
6,"abundance",0.35,2,103,"bray",0.17,100
6,"abundance",0.35,2,103,"euclidean",0.15,100
6,"abundance",0.35,2,103,"jaccard",0.17,100
6,"abundance",0.35,2,103,"unifrac_unweighted",0.05,100
6,"abundance",0.35,2,103,"unifrac_weighted_phyloseq",0.38,100
6,"abundance",0.4,2,103,"GLaD_0.5_unweighted",0.03,100
6,"abundance",0.4,2,103,"GLaD_0.5_weighted",0.59,100
6,"abundance",0.4,2,103,"GLaD_1_unweighted",0.03,100
6,"abundance",0.4,2,103,"GLaD_1_weighted",0.61,100
6,"abundance",0.4,2,103,"GUniFrac",0.59,100
6,"abundance",0.4,2,103,"aitchison",0.06,100
6,"abundance",0.4,2,103,"bray",0.28,100
6,"abundance",0.4,2,103,"euclidean",0.24,100
6,"abundance",0.4,2,103,"jaccard",0.24,100
6,"abundance",0.4,2,103,"unifrac_unweighted",0.06,100
6,"abundance",0.4,2,103,"unifrac_weighted_phyloseq",0.67,100
6,"abundance",0.45,2,103,"GLaD_0.5_unweighted",0.04,100
6,"abundance",0.45,2,103,"GLaD_0.5_weighted",0.74,100
6,"abundance",0.45,2,103,"GLaD_1_unweighted",0.05,100
6,"abundance",0.45,2,103,"GLaD_1_weighted",0.7,100
6,"abundance",0.45,2,103,"GUniFrac",0.67,100
6,"abundance",0.45,2,103,"aitchison",0.09,100
6,"abundance",0.45,2,103,"bray",0.37,100
6,"abundance",0.45,2,103,"euclidean",0.21,100
6,"abundance",0.45,2,103,"jaccard",0.35,100
6,"abundance",0.45,2,103,"unifrac_unweighted",0.03,100
6,"abundance",0.45,2,103,"unifrac_weighted_phyloseq",0.75,100
6,"abundance",0.5,2,103,"GLaD_0.5_unweighted",0.06,100
6,"abundance",0.5,2,103,"GLaD_0.5_weighted",0.68,100
6,"abundance",0.5,2,103,"GLaD_1_unweighted",0.04,100
6,"abundance",0.5,2,103,"GLaD_1_weighted",0.7,100
6,"abundance",0.5,2,103,"GUniFrac",0.66,100
6,"abundance",0.5,2,103,"aitchison",0.07,100
6,"abundance",0.5,2,103,"bray",0.37,100
6,"abundance",0.5,2,103,"euclidean",0.27,100
6,"abundance",0.5,2,103,"jaccard",0.36,100
6,"abundance",0.5,2,103,"unifrac_unweighted",0.04,100
6,"abundance",0.5,2,103,"unifrac_weighted_phyloseq",0.72,100
6,"abundance",0.55,2,103,"GLaD_0.5_unweighted",0.01,100
6,"abundance",0.55,2,103,"GLaD_0.5_weighted",0.77,100
6,"abundance",0.55,2,103,"GLaD_1_unweighted",0.03,100
6,"abundance",0.55,2,103,"GLaD_1_weighted",0.8,100
6,"abundance",0.55,2,103,"GUniFrac",0.79,100
6,"abundance",0.55,2,103,"aitchison",0.04,100
6,"abundance",0.55,2,103,"bray",0.48,100
6,"abundance",0.55,2,103,"euclidean",0.29,100
6,"abundance",0.55,2,103,"jaccard",0.44,100
6,"abundance",0.55,2,103,"unifrac_unweighted",0.04,100
6,"abundance",0.55,2,103,"unifrac_weighted_phyloseq",0.84,100
6,"abundance",0.6,2,103,"GLaD_0.5_unweighted",0.04,100
6,"abundance",0.6,2,103,"GLaD_0.5_weighted",0.88,100
6,"abundance",0.6,2,103,"GLaD_1_unweighted",0.07,100
6,"abundance",0.6,2,103,"GLaD_1_weighted",0.89,100
6,"abundance",0.6,2,103,"GUniFrac",0.92,100
6,"abundance",0.6,2,103,"aitchison",0.11,100
6,"abundance",0.6,2,103,"bray",0.74,100
6,"abundance",0.6,2,103,"euclidean",0.44,100
6,"abundance",0.6,2,103,"jaccard",0.71,100
6,"abundance",0.6,2,103,"unifrac_unweighted",0.04,100
6,"abundance",0.6,2,103,"unifrac_weighted_phyloseq",0.92,100
6,"abundance",0.65,2,103,"GLaD_0.5_unweighted",0.07,100
6,"abundance",0.65,2,103,"GLaD_0.5_weighted",0.94,100
6,"abundance",0.65,2,103,"GLaD_1_unweighted",0.02,100
6,"abundance",0.65,2,103,"GLaD_1_weighted",0.92,100
6,"abundance",0.65,2,103,"GUniFrac",0.96,100
6,"abundance",0.65,2,103,"aitchison",0.12,100
6,"abundance",0.65,2,103,"bray",0.76,100
6,"abundance",0.65,2,103,"euclidean",0.5,100
6,"abundance",0.65,2,103,"jaccard",0.73,100
6,"abundance",0.65,2,103,"unifrac_unweighted",0.04,100
6,"abundance",0.65,2,103,"unifrac_weighted_phyloseq",0.97,100
6,"abundance",0.7,2,103,"GLaD_0.5_unweighted",0.08,100
6,"abundance",0.7,2,103,"GLaD_0.5_weighted",0.95,100
6,"abundance",0.7,2,103,"GLaD_1_unweighted",0.06,100
6,"abundance",0.7,2,103,"GLaD_1_weighted",0.96,100
6,"abundance",0.7,2,103,"GUniFrac",0.98,100
6,"abundance",0.7,2,103,"aitchison",0.14,100
6,"abundance",0.7,2,103,"bray",0.77,100
6,"abundance",0.7,2,103,"euclidean",0.5,100
6,"abundance",0.7,2,103,"jaccard",0.74,100
6,"abundance",0.7,2,103,"unifrac_unweighted",0.09,100
6,"abundance",0.7,2,103,"unifrac_weighted_phyloseq",0.99,100
6,"abundance",0.75,2,103,"GLaD_0.5_unweighted",0.03,100
6,"abundance",0.75,2,103,"GLaD_0.5_weighted",1,100
6,"abundance",0.75,2,103,"GLaD_1_unweighted",0.08,100
6,"abundance",0.75,2,103,"GLaD_1_weighted",1,100
6,"abundance",0.75,2,103,"GUniFrac",1,100
6,"abundance",0.75,2,103,"aitchison",0.12,100
6,"abundance",0.75,2,103,"bray",0.92,100
6,"abundance",0.75,2,103,"euclidean",0.62,100
6,"abundance",0.75,2,103,"jaccard",0.9,100
6,"abundance",0.75,2,103,"unifrac_unweighted",0.05,100
6,"abundance",0.75,2,103,"unifrac_weighted_phyloseq",1,100
6,"abundance",0.8,2,103,"GLaD_0.5_unweighted",0.08,100
6,"abundance",0.8,2,103,"GLaD_0.5_weighted",0.97,100
6,"abundance",0.8,2,103,"GLaD_1_unweighted",0.02,100
6,"abundance",0.8,2,103,"GLaD_1_weighted",0.97,100
6,"abundance",0.8,2,103,"GUniFrac",0.97,100
6,"abundance",0.8,2,103,"aitchison",0.14,100
6,"abundance",0.8,2,103,"bray",0.89,100
6,"abundance",0.8,2,103,"euclidean",0.63,100
6,"abundance",0.8,2,103,"jaccard",0.91,100
6,"abundance",0.8,2,103,"unifrac_unweighted",0.04,100
6,"abundance",0.8,2,103,"unifrac_weighted_phyloseq",0.97,100
6,"abundance",0.85,2,103,"GLaD_0.5_unweighted",0.04,100
6,"abundance",0.85,2,103,"GLaD_0.5_weighted",1,100
6,"abundance",0.85,2,103,"GLaD_1_unweighted",0.07,100
6,"abundance",0.85,2,103,"GLaD_1_weighted",1,100
6,"abundance",0.85,2,103,"GUniFrac",1,100
6,"abundance",0.85,2,103,"aitchison",0.19,100
6,"abundance",0.85,2,103,"bray",0.97,100
6,"abundance",0.85,2,103,"euclidean",0.65,100
6,"abundance",0.85,2,103,"jaccard",0.95,100
6,"abundance",0.85,2,103,"unifrac_unweighted",0.03,100
6,"abundance",0.85,2,103,"unifrac_weighted_phyloseq",1,100
6,"abundance",0.9,2,103,"GLaD_0.5_unweighted",0.03,100
6,"abundance",0.9,2,103,"GLaD_0.5_weighted",0.99,100
6,"abundance",0.9,2,103,"GLaD_1_unweighted",0.04,100
6,"abundance",0.9,2,103,"GLaD_1_weighted",0.99,100
6,"abundance",0.9,2,103,"GUniFrac",1,100
6,"abundance",0.9,2,103,"aitchison",0.23,100
6,"abundance",0.9,2,103,"bray",0.96,100
6,"abundance",0.9,2,103,"euclidean",0.71,100
6,"abundance",0.9,2,103,"jaccard",0.94,100
6,"abundance",0.9,2,103,"unifrac_unweighted",0.02,100
6,"abundance",0.9,2,103,"unifrac_weighted_phyloseq",1,100
6,"abundance",0.95,2,103,"GLaD_0.5_unweighted",0.03,100
6,"abundance",0.95,2,103,"GLaD_0.5_weighted",1,100
6,"abundance",0.95,2,103,"GLaD_1_unweighted",0.08,100
6,"abundance",0.95,2,103,"GLaD_1_weighted",1,100
6,"abundance",0.95,2,103,"GUniFrac",1,100
6,"abundance",0.95,2,103,"aitchison",0.21,100
6,"abundance",0.95,2,103,"bray",0.97,100
6,"abundance",0.95,2,103,"euclidean",0.8,100
6,"abundance",0.95,2,103,"jaccard",0.97,100
6,"abundance",0.95,2,103,"unifrac_unweighted",0.06,100
6,"abundance",0.95,2,103,"unifrac_weighted_phyloseq",1,100
6,"abundance",1,2,103,"GLaD_0.5_unweighted",0.09,100
6,"abundance",1,2,103,"GLaD_0.5_weighted",1,100
6,"abundance",1,2,103,"GLaD_1_unweighted",0.08,100
6,"abundance",1,2,103,"GLaD_1_weighted",1,100
6,"abundance",1,2,103,"GUniFrac",1,100
6,"abundance",1,2,103,"aitchison",0.32,100
6,"abundance",1,2,103,"bray",1,100
6,"abundance",1,2,103,"euclidean",0.9,100
6,"abundance",1,2,103,"jaccard",0.99,100
6,"abundance",1,2,103,"unifrac_unweighted",0.08,100
6,"abundance",1,2,103,"unifrac_weighted_phyloseq",1,100
6,"both",0.05,2,103,"GLaD_0.5_unweighted",0.06,100
6,"both",0.05,2,103,"GLaD_0.5_weighted",0.03,100
6,"both",0.05,2,103,"GLaD_1_unweighted",0.09,100
6,"both",0.05,2,103,"GLaD_1_weighted",0.02,100
6,"both",0.05,2,103,"GUniFrac",0.06,100
6,"both",0.05,2,103,"aitchison",0.01,100
6,"both",0.05,2,103,"bray",0.05,100
6,"both",0.05,2,103,"euclidean",0.05,100
6,"both",0.05,2,103,"jaccard",0.03,100
6,"both",0.05,2,103,"unifrac_unweighted",0.05,100
6,"both",0.05,2,103,"unifrac_weighted_phyloseq",0.04,100
6,"both",0.1,2,103,"GLaD_0.5_unweighted",0.05,100
6,"both",0.1,2,103,"GLaD_0.5_weighted",0.09,100
6,"both",0.1,2,103,"GLaD_1_unweighted",0.01,100
6,"both",0.1,2,103,"GLaD_1_weighted",0.09,100
6,"both",0.1,2,103,"GUniFrac",0.08,100
6,"both",0.1,2,103,"aitchison",0.03,100
6,"both",0.1,2,103,"bray",0.04,100
6,"both",0.1,2,103,"euclidean",0.04,100
6,"both",0.1,2,103,"jaccard",0.04,100
6,"both",0.1,2,103,"unifrac_unweighted",0.05,100
6,"both",0.1,2,103,"unifrac_weighted_phyloseq",0.08,100
6,"both",0.15,2,103,"GLaD_0.5_unweighted",0.11,100
6,"both",0.15,2,103,"GLaD_0.5_weighted",0.2,100
6,"both",0.15,2,103,"GLaD_1_unweighted",0.05,100
6,"both",0.15,2,103,"GLaD_1_weighted",0.22,100
6,"both",0.15,2,103,"GUniFrac",0.13,100
6,"both",0.15,2,103,"aitchison",0.07,100
6,"both",0.15,2,103,"bray",0.07,100
6,"both",0.15,2,103,"euclidean",0.03,100
6,"both",0.15,2,103,"jaccard",0.07,100
6,"both",0.15,2,103,"unifrac_unweighted",0.1,100
6,"both",0.15,2,103,"unifrac_weighted_phyloseq",0.15,100
6,"both",0.2,2,103,"GLaD_0.5_unweighted",0.11,100
6,"both",0.2,2,103,"GLaD_0.5_weighted",0.25,100
6,"both",0.2,2,103,"GLaD_1_unweighted",0.08,100
6,"both",0.2,2,103,"GLaD_1_weighted",0.29,100
6,"both",0.2,2,103,"GUniFrac",0.21,100
6,"both",0.2,2,103,"aitchison",0.14,100
6,"both",0.2,2,103,"bray",0.12,100
6,"both",0.2,2,103,"euclidean",0.06,100
6,"both",0.2,2,103,"jaccard",0.11,100
6,"both",0.2,2,103,"unifrac_unweighted",0.08,100
6,"both",0.2,2,103,"unifrac_weighted_phyloseq",0.27,100
6,"both",0.25,2,103,"GLaD_0.5_unweighted",0.12,100
6,"both",0.25,2,103,"GLaD_0.5_weighted",0.3,100
6,"both",0.25,2,103,"GLaD_1_unweighted",0.06,100
6,"both",0.25,2,103,"GLaD_1_weighted",0.29,100
6,"both",0.25,2,103,"GUniFrac",0.26,100
6,"both",0.25,2,103,"aitchison",0.11,100
6,"both",0.25,2,103,"bray",0.16,100
6,"both",0.25,2,103,"euclidean",0.09,100
6,"both",0.25,2,103,"jaccard",0.14,100
6,"both",0.25,2,103,"unifrac_unweighted",0.09,100
6,"both",0.25,2,103,"unifrac_weighted_phyloseq",0.34,100
6,"both",0.3,2,103,"GLaD_0.5_unweighted",0.13,100
6,"both",0.3,2,103,"GLaD_0.5_weighted",0.49,100
6,"both",0.3,2,103,"GLaD_1_unweighted",0.09,100
6,"both",0.3,2,103,"GLaD_1_weighted",0.51,100
6,"both",0.3,2,103,"GUniFrac",0.51,100
6,"both",0.3,2,103,"aitchison",0.22,100
6,"both",0.3,2,103,"bray",0.15,100
6,"both",0.3,2,103,"euclidean",0.15,100
6,"both",0.3,2,103,"jaccard",0.15,100
6,"both",0.3,2,103,"unifrac_unweighted",0.1,100
6,"both",0.3,2,103,"unifrac_weighted_phyloseq",0.5,100
6,"both",0.35,2,103,"GLaD_0.5_unweighted",0.15,100
6,"both",0.35,2,103,"GLaD_0.5_weighted",0.63,100
6,"both",0.35,2,103,"GLaD_1_unweighted",0.15,100
6,"both",0.35,2,103,"GLaD_1_weighted",0.61,100
6,"both",0.35,2,103,"GUniFrac",0.66,100
6,"both",0.35,2,103,"aitchison",0.3,100
6,"both",0.35,2,103,"bray",0.33,100
6,"both",0.35,2,103,"euclidean",0.16,100
6,"both",0.35,2,103,"jaccard",0.32,100
6,"both",0.35,2,103,"unifrac_unweighted",0.11,100
6,"both",0.35,2,103,"unifrac_weighted_phyloseq",0.66,100
6,"both",0.4,2,103,"GLaD_0.5_unweighted",0.25,100
6,"both",0.4,2,103,"GLaD_0.5_weighted",0.77,100
6,"both",0.4,2,103,"GLaD_1_unweighted",0.12,100
6,"both",0.4,2,103,"GLaD_1_weighted",0.79,100
6,"both",0.4,2,103,"GUniFrac",0.82,100
6,"both",0.4,2,103,"aitchison",0.47,100
6,"both",0.4,2,103,"bray",0.47,100
6,"both",0.4,2,103,"euclidean",0.14,100
6,"both",0.4,2,103,"jaccard",0.44,100
6,"both",0.4,2,103,"unifrac_unweighted",0.18,100
6,"both",0.4,2,103,"unifrac_weighted_phyloseq",0.79,100
6,"both",0.45,2,103,"GLaD_0.5_unweighted",0.51,100
6,"both",0.45,2,103,"GLaD_0.5_weighted",0.9,100
6,"both",0.45,2,103,"GLaD_1_unweighted",0.21,100
6,"both",0.45,2,103,"GLaD_1_weighted",0.92,100
6,"both",0.45,2,103,"GUniFrac",0.98,100
6,"both",0.45,2,103,"aitchison",0.69,100
6,"both",0.45,2,103,"bray",0.63,100
6,"both",0.45,2,103,"euclidean",0.3,100
6,"both",0.45,2,103,"jaccard",0.6,100
6,"both",0.45,2,103,"unifrac_unweighted",0.32,100
6,"both",0.45,2,103,"unifrac_weighted_phyloseq",0.96,100
6,"both",0.5,2,103,"GLaD_0.5_unweighted",0.6,100
6,"both",0.5,2,103,"GLaD_0.5_weighted",0.9,100
6,"both",0.5,2,103,"GLaD_1_unweighted",0.17,100
6,"both",0.5,2,103,"GLaD_1_weighted",0.9,100
6,"both",0.5,2,103,"GUniFrac",0.94,100
6,"both",0.5,2,103,"aitchison",0.74,100
6,"both",0.5,2,103,"bray",0.61,100
6,"both",0.5,2,103,"euclidean",0.31,100
6,"both",0.5,2,103,"jaccard",0.59,100
6,"both",0.5,2,103,"unifrac_unweighted",0.36,100
6,"both",0.5,2,103,"unifrac_weighted_phyloseq",0.93,100
6,"both",0.55,2,103,"GLaD_0.5_unweighted",0.66,100
6,"both",0.55,2,103,"GLaD_0.5_weighted",0.98,100
6,"both",0.55,2,103,"GLaD_1_unweighted",0.33,100
6,"both",0.55,2,103,"GLaD_1_weighted",0.96,100
6,"both",0.55,2,103,"GUniFrac",0.99,100
6,"both",0.55,2,103,"aitchison",0.89,100
6,"both",0.55,2,103,"bray",0.8,100
6,"both",0.55,2,103,"euclidean",0.41,100
6,"both",0.55,2,103,"jaccard",0.77,100
6,"both",0.55,2,103,"unifrac_unweighted",0.49,100
6,"both",0.55,2,103,"unifrac_weighted_phyloseq",0.99,100
6,"both",0.6,2,103,"GLaD_0.5_unweighted",0.8,100
6,"both",0.6,2,103,"GLaD_0.5_weighted",1,100
6,"both",0.6,2,103,"GLaD_1_unweighted",0.27,100
6,"both",0.6,2,103,"GLaD_1_weighted",1,100
6,"both",0.6,2,103,"GUniFrac",1,100
6,"both",0.6,2,103,"aitchison",0.94,100
6,"both",0.6,2,103,"bray",0.89,100
6,"both",0.6,2,103,"euclidean",0.57,100
6,"both",0.6,2,103,"jaccard",0.87,100
6,"both",0.6,2,103,"unifrac_unweighted",0.57,100
6,"both",0.6,2,103,"unifrac_weighted_phyloseq",1,100
6,"both",0.65,2,103,"GLaD_0.5_unweighted",0.91,100
6,"both",0.65,2,103,"GLaD_0.5_weighted",1,100
6,"both",0.65,2,103,"GLaD_1_unweighted",0.46,100
6,"both",0.65,2,103,"GLaD_1_weighted",1,100
6,"both",0.65,2,103,"GUniFrac",1,100
6,"both",0.65,2,103,"aitchison",0.98,100
6,"both",0.65,2,103,"bray",0.94,100
6,"both",0.65,2,103,"euclidean",0.5,100
6,"both",0.65,2,103,"jaccard",0.92,100
6,"both",0.65,2,103,"unifrac_unweighted",0.79,100
6,"both",0.65,2,103,"unifrac_weighted_phyloseq",1,100
6,"both",0.7,2,103,"GLaD_0.5_unweighted",0.99,100
6,"both",0.7,2,103,"GLaD_0.5_weighted",1,100
6,"both",0.7,2,103,"GLaD_1_unweighted",0.45,100
6,"both",0.7,2,103,"GLaD_1_weighted",1,100
6,"both",0.7,2,103,"GUniFrac",1,100
6,"both",0.7,2,103,"aitchison",1,100
6,"both",0.7,2,103,"bray",1,100
6,"both",0.7,2,103,"euclidean",0.69,100
6,"both",0.7,2,103,"jaccard",1,100
6,"both",0.7,2,103,"unifrac_unweighted",0.87,100
6,"both",0.7,2,103,"unifrac_weighted_phyloseq",1,100
6,"both",0.75,2,103,"GLaD_0.5_unweighted",1,100
6,"both",0.75,2,103,"GLaD_0.5_weighted",1,100
6,"both",0.75,2,103,"GLaD_1_unweighted",0.47,100
6,"both",0.75,2,103,"GLaD_1_weighted",1,100
6,"both",0.75,2,103,"GUniFrac",1,100
6,"both",0.75,2,103,"aitchison",1,100
6,"both",0.75,2,103,"bray",1,100
6,"both",0.75,2,103,"euclidean",0.71,100
6,"both",0.75,2,103,"jaccard",1,100
6,"both",0.75,2,103,"unifrac_unweighted",0.95,100
6,"both",0.75,2,103,"unifrac_weighted_phyloseq",1,100
6,"both",0.8,2,103,"GLaD_0.5_unweighted",1,100
6,"both",0.8,2,103,"GLaD_0.5_weighted",1,100
6,"both",0.8,2,103,"GLaD_1_unweighted",0.55,100
6,"both",0.8,2,103,"GLaD_1_weighted",1,100
6,"both",0.8,2,103,"GUniFrac",1,100
6,"both",0.8,2,103,"aitchison",1,100
6,"both",0.8,2,103,"bray",1,100
6,"both",0.8,2,103,"euclidean",0.81,100
6,"both",0.8,2,103,"jaccard",1,100
6,"both",0.8,2,103,"unifrac_unweighted",0.99,100
6,"both",0.8,2,103,"unifrac_weighted_phyloseq",1,100
6,"both",0.85,2,103,"GLaD_0.5_unweighted",1,100
6,"both",0.85,2,103,"GLaD_0.5_weighted",1,100
6,"both",0.85,2,103,"GLaD_1_unweighted",0.58,100
6,"both",0.85,2,103,"GLaD_1_weighted",1,100
6,"both",0.85,2,103,"GUniFrac",1,100
6,"both",0.85,2,103,"aitchison",1,100
6,"both",0.85,2,103,"bray",1,100
6,"both",0.85,2,103,"euclidean",0.79,100
6,"both",0.85,2,103,"jaccard",1,100
6,"both",0.85,2,103,"unifrac_unweighted",0.98,100
6,"both",0.85,2,103,"unifrac_weighted_phyloseq",1,100
6,"both",0.9,2,103,"GLaD_0.5_unweighted",1,100
6,"both",0.9,2,103,"GLaD_0.5_weighted",1,100
6,"both",0.9,2,103,"GLaD_1_unweighted",0.63,100
6,"both",0.9,2,103,"GLaD_1_weighted",1,100
6,"both",0.9,2,103,"GUniFrac",1,100
6,"both",0.9,2,103,"aitchison",1,100
6,"both",0.9,2,103,"bray",1,100
6,"both",0.9,2,103,"euclidean",0.83,100
6,"both",0.9,2,103,"jaccard",1,100
6,"both",0.9,2,103,"unifrac_unweighted",1,100
6,"both",0.9,2,103,"unifrac_weighted_phyloseq",1,100
6,"both",0.95,2,103,"GLaD_0.5_unweighted",1,100
6,"both",0.95,2,103,"GLaD_0.5_weighted",1,100
6,"both",0.95,2,103,"GLaD_1_unweighted",0.74,100
6,"both",0.95,2,103,"GLaD_1_weighted",1,100
6,"both",0.95,2,103,"GUniFrac",1,100
6,"both",0.95,2,103,"aitchison",1,100
6,"both",0.95,2,103,"bray",1,100
6,"both",0.95,2,103,"euclidean",0.93,100
6,"both",0.95,2,103,"jaccard",1,100
6,"both",0.95,2,103,"unifrac_unweighted",1,100
6,"both",0.95,2,103,"unifrac_weighted_phyloseq",1,100
6,"both",1,2,103,"GLaD_0.5_unweighted",1,100
6,"both",1,2,103,"GLaD_0.5_weighted",1,100
6,"both",1,2,103,"GLaD_1_unweighted",0.71,100
6,"both",1,2,103,"GLaD_1_weighted",1,100
6,"both",1,2,103,"GUniFrac",1,100
6,"both",1,2,103,"aitchison",1,100
6,"both",1,2,103,"bray",1,100
6,"both",1,2,103,"euclidean",0.94,100
6,"both",1,2,103,"jaccard",1,100
6,"both",1,2,103,"unifrac_unweighted",1,100
6,"both",1,2,103,"unifrac_weighted_phyloseq",1,100
6,"prevalence",0.05,2,103,"GLaD_0.5_unweighted",0.12,100
6,"prevalence",0.05,2,103,"GLaD_0.5_weighted",0.02,100
6,"prevalence",0.05,2,103,"GLaD_1_unweighted",0.05,100
6,"prevalence",0.05,2,103,"GLaD_1_weighted",0.04,100
6,"prevalence",0.05,2,103,"GUniFrac",0.04,100
6,"prevalence",0.05,2,103,"aitchison",0.08,100
6,"prevalence",0.05,2,103,"bray",0.04,100
6,"prevalence",0.05,2,103,"euclidean",0.05,100
6,"prevalence",0.05,2,103,"jaccard",0.03,100
6,"prevalence",0.05,2,103,"unifrac_unweighted",0.07,100
6,"prevalence",0.05,2,103,"unifrac_weighted_phyloseq",0.05,100
6,"prevalence",0.1,2,103,"GLaD_0.5_unweighted",0.1,100
6,"prevalence",0.1,2,103,"GLaD_0.5_weighted",0.03,100
6,"prevalence",0.1,2,103,"GLaD_1_unweighted",0.07,100
6,"prevalence",0.1,2,103,"GLaD_1_weighted",0.05,100
6,"prevalence",0.1,2,103,"GUniFrac",0.06,100
6,"prevalence",0.1,2,103,"aitchison",0.09,100
6,"prevalence",0.1,2,103,"bray",0.05,100
6,"prevalence",0.1,2,103,"euclidean",0.04,100
6,"prevalence",0.1,2,103,"jaccard",0.05,100
6,"prevalence",0.1,2,103,"unifrac_unweighted",0.07,100
6,"prevalence",0.1,2,103,"unifrac_weighted_phyloseq",0.05,100
6,"prevalence",0.15,2,103,"GLaD_0.5_unweighted",0.02,100
6,"prevalence",0.15,2,103,"GLaD_0.5_weighted",0.04,100
6,"prevalence",0.15,2,103,"GLaD_1_unweighted",0.03,100
6,"prevalence",0.15,2,103,"GLaD_1_weighted",0.05,100
6,"prevalence",0.15,2,103,"GUniFrac",0.04,100
6,"prevalence",0.15,2,103,"aitchison",0.08,100
6,"prevalence",0.15,2,103,"bray",0.03,100
6,"prevalence",0.15,2,103,"euclidean",0.06,100
6,"prevalence",0.15,2,103,"jaccard",0.05,100
6,"prevalence",0.15,2,103,"unifrac_unweighted",0.03,100
6,"prevalence",0.15,2,103,"unifrac_weighted_phyloseq",0.05,100
6,"prevalence",0.2,2,103,"GLaD_0.5_unweighted",0.07,100
6,"prevalence",0.2,2,103,"GLaD_0.5_weighted",0.04,100
6,"prevalence",0.2,2,103,"GLaD_1_unweighted",0.08,100
6,"prevalence",0.2,2,103,"GLaD_1_weighted",0.06,100
6,"prevalence",0.2,2,103,"GUniFrac",0.04,100
6,"prevalence",0.2,2,103,"aitchison",0.05,100
6,"prevalence",0.2,2,103,"bray",0.05,100
6,"prevalence",0.2,2,103,"euclidean",0.01,100
6,"prevalence",0.2,2,103,"jaccard",0.05,100
6,"prevalence",0.2,2,103,"unifrac_unweighted",0.08,100
6,"prevalence",0.2,2,103,"unifrac_weighted_phyloseq",0.04,100
6,"prevalence",0.25,2,103,"GLaD_0.5_unweighted",0.07,100
6,"prevalence",0.25,2,103,"GLaD_0.5_weighted",0.1,100
6,"prevalence",0.25,2,103,"GLaD_1_unweighted",0.09,100
6,"prevalence",0.25,2,103,"GLaD_1_weighted",0.09,100
6,"prevalence",0.25,2,103,"GUniFrac",0.1,100
6,"prevalence",0.25,2,103,"aitchison",0.09,100
6,"prevalence",0.25,2,103,"bray",0.09,100
6,"prevalence",0.25,2,103,"euclidean",0.1,100
6,"prevalence",0.25,2,103,"jaccard",0.09,100
6,"prevalence",0.25,2,103,"unifrac_unweighted",0.06,100
6,"prevalence",0.25,2,103,"unifrac_weighted_phyloseq",0.1,100
6,"prevalence",0.3,2,103,"GLaD_0.5_unweighted",0.15,100
6,"prevalence",0.3,2,103,"GLaD_0.5_weighted",0.07,100
6,"prevalence",0.3,2,103,"GLaD_1_unweighted",0.09,100
6,"prevalence",0.3,2,103,"GLaD_1_weighted",0.09,100
6,"prevalence",0.3,2,103,"GUniFrac",0.07,100
6,"prevalence",0.3,2,103,"aitchison",0.14,100
6,"prevalence",0.3,2,103,"bray",0.05,100
6,"prevalence",0.3,2,103,"euclidean",0,100
6,"prevalence",0.3,2,103,"jaccard",0.05,100
6,"prevalence",0.3,2,103,"unifrac_unweighted",0.15,100
6,"prevalence",0.3,2,103,"unifrac_weighted_phyloseq",0.06,100
6,"prevalence",0.35,2,103,"GLaD_0.5_unweighted",0.24,100
6,"prevalence",0.35,2,103,"GLaD_0.5_weighted",0.07,100
6,"prevalence",0.35,2,103,"GLaD_1_unweighted",0.17,100
6,"prevalence",0.35,2,103,"GLaD_1_weighted",0.04,100
6,"prevalence",0.35,2,103,"GUniFrac",0.06,100
6,"prevalence",0.35,2,103,"aitchison",0.17,100
6,"prevalence",0.35,2,103,"bray",0.05,100
6,"prevalence",0.35,2,103,"euclidean",0.07,100
6,"prevalence",0.35,2,103,"jaccard",0.07,100
6,"prevalence",0.35,2,103,"unifrac_unweighted",0.19,100
6,"prevalence",0.35,2,103,"unifrac_weighted_phyloseq",0.07,100
6,"prevalence",0.4,2,103,"GLaD_0.5_unweighted",0.33,100
6,"prevalence",0.4,2,103,"GLaD_0.5_weighted",0.03,100
6,"prevalence",0.4,2,103,"GLaD_1_unweighted",0.2,100
